2026-01-14 00:22:02 | DocProcessingActor | INFO | doc_actor.py:55 | [exp1-fiqa-rag-colab_22:DocProcessingActor] DocProcessingActor initialized
2026-01-14 00:23:13 | DocProcessingActor | INFO | doc_actor.py:162 | [exp1-fiqa-rag-colab_22:DocProcessingActor] DocProcessingActor: Context components ready for sharing
2026-01-14 00:23:32 | QueryProcessingActor-0 | INFO | query_actor.py:139 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Initializing new inference engine (config hash: 53195b69)
2026-01-14 00:24:13 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:24:13 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:24:13 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:24:15 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:24:15 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:24:15 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:24:15 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:26:24 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:26:24 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:26:24 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:26:24 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:26:26 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:26:26 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:26:26 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:26:26 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:28:34 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:28:34 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:28:34 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:28:34 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:28:36 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:28:36 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:28:36 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:28:36 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:30:45 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:30:45 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:30:45 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:30:45 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:30:46 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:30:46 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:30:46 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:30:46 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:32:55 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:32:55 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:32:55 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:32:55 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:35:06 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:35:06 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:35:06 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:35:06 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:35:08 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:35:08 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:35:08 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:35:08 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:37:16 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:37:16 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:37:16 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:37:16 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:37:18 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:37:18 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:37:18 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:37:18 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:39:29 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:39:29 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:39:29 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:39:29 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:39:31 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:39:31 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:39:31 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:39:31 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:41:40 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:41:40 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:41:40 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:41:40 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:41:42 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:41:42 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:41:42 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:41:42 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:43:52 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:43:52 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:43:52 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:43:52 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:43:54 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:43:54 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:43:54 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:43:54 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:46:03 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:46:03 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:46:03 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:46:03 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:46:04 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:46:04 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:46:04 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:46:04 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:48:14 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:48:14 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:48:14 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-14 00:48:14 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-14 00:48:16 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-14 00:48:16 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-14 00:48:16 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-14 00:48:16 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-14 00:50:26 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Reusing existing inference engine (config hash: 53195b69)
2026-01-14 00:50:26 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-14 00:50:26 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab_22:QueryProcessingActor-0] Deserializing FAISS index for this actor...
